title,rating,level,link,detail
Artificial Intelligence in Digital Marketing 2020,3.8,Intermediate,https://www.udemy.com/course/artificial-intelligence-in-digital-marketing/,Learn Highly Futuristic Digital Marketing Technologies with Artificial Intelligence in 2020 | By Srinidhi Ranganathan
Automated Multiple Face Recognition AI using Python,3.7,All Levels,https://www.udemy.com/course/automated-multiple-face-recognition-ai-using-python/,"Learn about OpenCv Basics, Face Recognition in an image, Automation of Face Recognition System using User Inputs | By Nishit Maru"
Advanced Data Science Techniques in SPSS,4.3,Expert,https://www.udemy.com/course/advanced-data-science-techniques-in-spss/,Hone your SPSS skills to perfection - grasp the most high level data analysis methods available in the SPSS program. | By Bogdan Anastasiei
Google Cloud Machine Learning with TensorFlow,4.3,Beginner,https://www.udemy.com/course/google-cloud-machine-learning-with-tensorflow/,Train and predict your models using the Google Cloud ML Engine | By Packt Publishing
Machine Learning for Android Developer using Tensorflow lite,4.3,All Levels,https://www.udemy.com/course/machine-learning-for-android-developer-using-tensorflow-lite/,"Chose your datasets, train Machine Learning models and develop Android Applications | By Hamza Asif"
Deep Learning- Learn With Tensor Flow and Python,4.1,All Levels,https://www.udemy.com/course/deep-learning-with-tensor-flow/,"Learn how to use Deep Learning Framework - TensorFlow,Keras, Create your own Chatbots,Intro to Tensorflow 2.0 | By Programming Academy- Learn and Create"
More Data Mining with R,3.8,All Levels,https://www.udemy.com/course/more-data-mining-with-r/,"How to perform market basket analysis, analyze social networks, mine Twitter data, text, and time series data. | By Geoffrey Hubona, Ph.D."
Introduction to Artificial Intelligence: AI for beginners,3.2,Beginner,https://www.udemy.com/course/introduction-to-artificial-inteligence/,"Introduction to Artificial Intelligence: artificial intelligence for beginners, AI for beginners. | By Nikoloz Sanakoevi"
Data Science Statistics A-Z : Python,4.3,All Levels,https://www.udemy.com/course/data-science-statistics-python/,Master Data Science skills Using Python From Beginner to Super Advance Level including real time project | By Geekshub Pvt Ltd
Complete Machine Learning with R Studio - ML for 2020,4.1,All Levels,https://www.udemy.com/course/machine-learning-with-r-studio/,"Linear & Logistic Regression, Decision Trees, XGBoost, SVM & other ML models in R programming language - R studio | By Start-Tech Academy"
Data Science and Machine Learning with Python,4.6,Beginner,https://www.udemy.com/course/data-science-and-machine-learning-with-python-i/,"Learn Data Science, Machine Learning with Python and its libraries such as Numpy, Matplotlib, Pandas and much more | By The DataScience Stealth"
TensorFlow and the Google Cloud ML Engine for Deep Learning,4.1,Beginner,https://www.udemy.com/course/from-0-to-1-tensorflow-for-deep-learning/,"CNNs, RNNs and other neural networks for unsupervised and supervised deep learning | By Loony Corn"
Python: Artificial Intelligence with Python: 3-in-1,3.3,Intermediate,https://www.udemy.com/course/python-artificial-intelligence-with-python-3-in-1/,Blend the power of artificial intelligence with Python in your applications to get you up and running with deep neural | By Packt Publishing
Data Cleaning Techniques in Data Science & Machine Learning,5.0,Beginner,https://www.udemy.com/course/data-science-and-ml-data-cleaning-techniques/,Explore all the concepts of Data Cleaning for AI & Data Science to become an expert with this complete online tutorial. | By Eduonix Learning Solutions
Practical Introduction to Machine Learning with Python,4.5,Beginner,https://www.udemy.com/course/practical-machine-learning/,Quickly Learn the Essentials of Artificial Intelligence (AI) and Machine Learning (ML) | By Madhu Siddalingaiah
Master Data Recognition & Prediction in Python & TensorFlow,4.4,All Levels,https://www.udemy.com/course/datamodelling/,"Do you want analyze data? Model image & text datasets, predict the stock market & more with coding projects. | By Mammoth Interactive"
The Ultimate Hands-On Python & Data Science - Learn Python 3,4.1,All Levels,https://www.udemy.com/course/complete_python_datascience_masterclass/,"Python, Data Science, Machine Learning, Big Data, Object Oriented Python, NLP (Natural Language Processing) and More... | By Morteza Kordi"
Make predictions with Python machine learning for apps,4.4,All Levels,https://www.udemy.com/course/pythonmachinelearning/,Leverage TensorFlow models to build & improve apps! Use Google's deep learning framework w/ Java & AI. Beginner-friendly | By Mammoth Interactive
Practical Neural Networks & Deep Learning In R,4.4,All Levels,https://www.udemy.com/course/practical-neural-networks-deep-learning-in-r/,Artificial Intelligence & Machine Learning for Practical Data Science in R | By Minerva Singh
Fundamentals of Data Science with Python,2.8,Beginner,https://www.udemy.com/course/fundamentals-of-data-science-with-python/,"Implement powerful data science techniques with Python using NumPy, SciPy, Matplotlib, and scikit-learn | By Packt Publishing"
Machine Learning with Go,3.9,Intermediate,https://www.udemy.com/course/machine-learning-with-go/,"Build simple, maintainable, and easy to deploy machine learning applications | By Packt Publishing"
From 0 to 1 : Spark for Data Science with Python,4.4,All Levels,https://www.udemy.com/course/spark-for-data-science-with-python/,"Get your data to fly using Spark for analytics, machine learning and data science​ | By Loony Corn"
"Python Data Science basics with Numpy, Pandas and Matplotlib",3.8,All Levels,https://www.udemy.com/course/python-data-science-basics-with-numpy-pandas-and-matplotlib/,Covers all Essential Python topics and Libraries for Data Science or Machine Learning Beginner. | By Abhilash Nelson
Text Mining with Machine Learning and Python,4.4,Intermediate,https://www.udemy.com/course/text-mining-with-machine-learning-and-python/,"Get high-quality information from your text using Machine Learning with Tensorflow, NLTK, Scikit-Learn, and Python | By Packt Publishing"
Spatial Data Visualization and Machine Learning in Python,3.9,All Levels,https://www.udemy.com/course/spatial-data-visualization-and-machine-learning-in-python/,Building an Analytics Dashboard to Analyze and Predict Quakes using Bokeh and Python | By Edwin Bomela
DATA SCIENCE with MACHINE LEARNING and DATA ANALYTICS,4.2,All Levels,https://www.udemy.com/course/data-science-with-machine-learning-and-data-analytics/,"DATA SCIENCE with MACHINE LEARNING and DATA ANALYTICS using R Programming, PYTHON Programming, WEKA Tool Kit and SQL | By DATAhill Solutions Srinivas Reddy"
Hands-On Statistical Predictive Modeling,4.3,Intermediate,https://www.udemy.com/course/hands-on-statistical-predictive-modeling/,Data Science at your fingertips: build statistical predictive models to make predictions based on data | By Packt Publishing
Data Wrangling in Pandas for Machine Learning Engineers,4.4,Beginner,https://www.udemy.com/course/data-wrangling-in-pandas-for-machine-learning-engineers/,The Second Course in a Series for Mastering Python for Machine Learning Engineers | By Mike West
Complete Python OpenCV Computer Vision Masterclass,4.4,Intermediate,https://www.udemy.com/course/complete-python-opencv-computer-vision-masterclass/,"Learn Image Processing and Computer Vision Programming with OpenCV, NumPy Basics, and Data Visualization with Matplotlib | By Ashwin Pajankar • 50,000+ Students Worldwide"
Complete Deep Learning In R With Keras & Others,4.4,All Levels,https://www.udemy.com/course/complete-deep-learning-in-r-with-keras-others/,"Deep Learning: Master Powerful Deep Learning Tools in R Like Keras, Mxnet, H2O and Others | By Minerva Singh"
Learn Neural Networks using Matlab Programming,2.7,All Levels,https://www.udemy.com/course/neural-networks_in_matlab/,"Learn Neural Networks Fundamentals, using Matlab NN toolbox with multiple programming examples included ! | By Hossein Tootoonchy"
R programming with Statistics for Data science,4.0,All Levels,https://www.udemy.com/course/hands-on-r-programming-with-statistics-for-data-science/,Learn Hands-On applied statistics and data manipulation using real case studies | By Hands-On Skill
The Complete Data Science Project Management Course,3.9,All Levels,https://www.udemy.com/course/data-science-project-management/,Learn step by step Data Science Project Management through CRISP-DM industry standard data mining methodology | By HiTech Squad
Big Data & Business Intelligence,3.3,Beginner,https://www.udemy.com/course/big-data-business-intelligence/,Everything You Need To Know About Big Data and Business Intelligence for the Modern Workplace | By Michael McDonald
Case Studies in Data Mining with R,4.6,All Levels,https://www.udemy.com/course/case-studies-in-data-mining-with-r/,"Learn to use the ""Data Mining with R"" (DMwR) package and R software to build and evaluate predictive data mining models. | By Geoffrey Hubona, Ph.D."
NLP and Text mining with python(for absolute beginners only),4.0,All Levels,https://www.udemy.com/course/natural-language-processing-made-easy-using-python/,Learn Natural Language Processing using Python from experts with hands on examples and practice sessions. | By Statinfer Solutions
Statistical Methods and Applied Mathematics in Data Science,3.9,Intermediate,https://www.udemy.com/course/statistical-methods-and-applied-mathematics-in-data-science/,Use IPython and Jupyter Notebook to sharpen your skills for your data analysis and visualization tasks | By Packt Publishing
Intro to Data Science Using Python: Your Best Starting Point,5.0,Beginner,https://www.udemy.com/course/intro-to-data-science-using-python-your-best-starting-point/,Learn All Data Science And Machine Learning Using Python To Start Your Career In Those Fields. The Best Starting Point | By ‫Ali Desoki
Projects in Data Science Using R,3.9,Intermediate,https://www.udemy.com/course/projects-in-data-science-using-r/,The practical guide to master real world Data science building projects | By Eduonix Learning Solutions
Effective Data Science: Delivering Impact & Value End-to-End,4.8,Intermediate,https://www.udemy.com/course/effective-data-science/,"Become an Effective Data Scientist that creates impact and delivers results with these key skills, and achieve success | By datagene.io Inc."
How to Become a Machine Learning Engineer,4.2,Beginner,https://www.udemy.com/course/how-to-become-a-machine-learning-engineer/,A Real World Look at Applied Machine Learning | By Mike West
Artificial Intelligence #6 : LSTM Neural Networks with Keras,2.8,All Levels,https://www.udemy.com/course/artificial-intelligence-6-lstm-neural-networks-with-keras/,Learn how to create Recurrent Neural Network and LSTMs by using Keras Libraries and Python | By Sobhan N.
Machine Learning Hands-on Course,4.6,All Levels,https://www.udemy.com/course/applied-machine-learning-hands-on-course/,Machine Learning & Data Science in Python with real life based hands-on practice. Source codes included. | By Sanjay Singh
The Comprehensive Programming in R Course,4.0,All Levels,https://www.udemy.com/course/the-comprehensive-programming-in-r-course/,"How to design and develop efficient general-purpose R applications for diverse tasks and domains. | By Geoffrey Hubona, Ph.D."
Machine Learning & Data Science Masterclass in Python and R,4.5,Beginner,https://www.udemy.com/course/machine-learning-data-science-masterclass/,"Machine learning with many practical examples. Regression, Classification and much more | By Denis Panjuta"
Machine Learning with Python and NLP,4.1,All Levels,https://www.udemy.com/course/machine-learning-with-python-and-nlp/,Learn Machine Learning from Zero to HERO | By Veershetty Dagade
Machine Learning In The Cloud With Azure Machine Learning,4.2,Beginner,https://www.udemy.com/course/machine-learning-in-the-cloud-with-azure-machine-learning/,Introduction to machine learning in the cloud with Azure Machine Learning. | By TetraNoodle Team
Data Science and Machine Learning with Java,4.0,Beginner,https://www.udemy.com/course/data-science-and-machine-learning-with-java/,"Load, clean, analyze, and visualize your data in Java. Develop ML and DL models working on real-world projects | By Packt Publishing"
PyTorch: Deep Learning with PyTorch - Masterclass!: 2-in-1,4.0,Beginner,https://www.udemy.com/course/pytorch-deep-learning-with-pytorch-masterclass-2-in-1/,Start your journey with PyTorch to build useful & effective models with the PyTorch Deep Learning framework from scratch | By Packt Publishing
Introduction To Data Science,3.8,Intermediate,https://www.udemy.com/course/introduction-to-data-science/,Use the R Programming Language to execute data science projects and become a data scientist. | By Nina Zumel
An Introduction to Machine Learning for Data Engineers,4.3,Beginner,https://www.udemy.com/course/an-introduction-to-machine-learning-for-data-engineers/,A Prerequisite for Tensorflow on Google's Cloud Platform for Data Engineers | By Mike West
Hands-On Bayesian Methods with Python,2.9,Intermediate,https://www.udemy.com/course/hands-on-bayesian-methods-with-python/,Use Bayesian analysis and Python to solve data analysis and predictive analytics problems | By Packt Publishing
The Complete Python and JavaScript Course: Build Projects,4.5,All Levels,https://www.udemy.com/course/the-complete-python-and-javascript-course-build-projects/,Want to learn ES6 development and TensorFlow stock market prediction modeling? Build your first web app in this course! | By Mammoth Interactive
Data Science and Machine Learning using Python,4.3,Beginner,https://www.udemy.com/course/complete-machine-learning-data-science-with-python-bootcamp/,Learn Data Science and Machine Learning using Python. Data Science Practical Applications and Machine Learning Projects! | By Osama Ajmal
"Python: Solved Interview Ques on Algorithms, Data Structures",3.9,All Levels,https://www.udemy.com/course/python-solved-interview-ques-on-algorithms-data-structures/,"Understanding The Solutions For Various Interview Questions On Algorithms, Data structures In Python | By Satish Venkatesh"
Website Design - Create websites in minutes with AI Tools,4.0,Beginner,https://www.udemy.com/course/artificial-intelligence-website-creation-2018-no-coding/,Learn Incredible Website Design Tools and Platforms with Artificial Intelligence Technology | By Srinidhi Ranganathan
Big Data Analytics in Telecommunication,3.7,All Levels,https://www.udemy.com/course/big-data-analytics-for-telecom/,Understanding the transformative nature of Big data analytics in Telecommunication service provider domain | By RankOne Consulting
Deep Learning with Google Colab,4.2,Intermediate,https://www.udemy.com/course/deep-learning-with-google-colab/,"Implementing and training deep learning models in a free, integrated environment | By BPB Online + 100 Million Books Sold"
Understanding Regression Techniques,4.2,Beginner,https://www.udemy.com/course/understanding-regression-techniques/,An Introduction to Predictive Analytics for Data Scientists | By Najib Mozahem
Mobile VR Virtual Reality & Artificial Intelligence in Unity,4.2,All Levels,https://www.udemy.com/course/complete-virtual-reality-artificial-intelligence-in-unity/,"Learn to make mini games in this epic course, including Google Cardboard mobile VR and A Star algorithms for Unity. | By Mammoth Interactive"
The Fun and Easy Guide to Machine Learning using Keras,3.3,Beginner,https://www.udemy.com/course/machine-learning-fun-and-easy-using-python-and-keras/,Learn 16 Machine Learning Algorithms in a Fun and Easy along with Practical Python Labs using Keras | By Augmented Startups
Deep Learning & Neural Networks Python - Keras : For Dummies,4.0,All Levels,https://www.udemy.com/course/deep-learning-neural-networks-python-keras-for-dummies/,Deep Learning and Data Science using Python and Keras Library - Beginner to Professional - The Complete Guide | By Abhilash Nelson
The Visual Guide on How Neural Networks Learn from Data,4.4,Beginner,https://www.udemy.com/course/the-visual-guide-on-how-neural-networks-learn-from-data/,The BEST Resource for Understanding Neural Networks and How They Learn | By Mauricio Maroto
Data Science with Python - A Complete Guide!: 3-in-1,4.3,Beginner,https://www.udemy.com/course/data-science-with-python-a-complete-guide-3-in-1/,Learn the fundamentals of data science and gain an in-depth understanding of data analysis with various Python packages | By Packt Publishing
Learning Path: Julia: Explore Data Science with Julia,3.5,Beginner,https://www.udemy.com/course/learning-path-julia-explore-data-science-with-julia/,Use the advanced features of Julia to work with complex data | By Packt Publishing
Guide To AI & ML Developer Tools,0.0,Beginner,https://www.udemy.com/course/ai-machine-learning-tools/,A complete guide to master the most important tools used in machine learning by developers around the globe | By Eduonix Learning Solutions
Machine Learning Classification Algorithms using MATLAB,3.8,All Levels,https://www.udemy.com/course/supervised-machine-learning-classification-using-matlab/,Learn to Implement Classification Algorithms In One of the Most Power Tool used by Scientists and Engineer | By Nouman Azam
Machine Learning with Core ML 2 and Swift 5,4.3,Intermediate,https://www.udemy.com/course/machine-learning-with-core-ml-2-and-swift/,"Learn how to integrate machine learning into your apps. Hands-on Swift 5 coding using CoreML 2, Vision, NLP and CreateML | By Karoly Nyisztor"
Data Visualisation and Neural Networks Tutorial,0.0,Beginner,https://www.udemy.com/course/data-visualisation-neural-networks-tutorial-with-iris-dataset/,Learn the important concepts and techniques used for data visualisation in this practical project. | By Eduonix Learning Solutions
Artificial Intelligence Bootcamp 44 projects Ivy League pro,3.8,All Levels,https://www.udemy.com/course/artificial/,"Be a Machine Learning, Matplotlib, NumPy, and TensorFlow pro. Use AI for programming, business or science! | By GP Shan"
Tuning Apache Spark: Powerful Big Data Processing Recipes,3.6,Beginner,https://www.udemy.com/course/tuning-apache-spark-powerful-big-data-processing-recipes/,Uncover the lesser known secrets of powerful big data processing with Spark and Kafka | By Packt Publishing
Deep Reinforcement Learning: A Hands-on Tutorial in Python,4.0,Intermediate,https://www.udemy.com/course/deep-reinforcement-learning-a-hands-on-tutorial-in-python/,Learn Reinforcement Learning and apply to real applications step by step using Python and Keras. | By Mehdi Mohammadi
Deep Learning with Tensorflow and Angular 2!,4.8,All Levels,https://www.udemy.com/course/deep-learning-with-tensorflow-and-angular-2/,Learn the Fundamentals on Web development and Machine Learning with Angular 2 and Tensorflow! | By Mammoth Interactive
"Machine + Deep Learning, Business analytics & Data Science",4.3,All Levels,https://www.udemy.com/course/complete-machine-learning-data-science-with-r-programming/,"Machine learning, deep learning & data Science with R & Python. Build Image recognition model with Keras & much more. | By Akhilendra Singh MBA, CBAP, CSPO, PSM1"
Data Science for AI and Machine Learning Using Python,4.4,All Levels,https://www.udemy.com/course/data-scientist-for-ai-and-machine-learning-using-python/,Become Data Science (Machine Learning) professional by learning from Data Science professional | By Shiv Onkar Deepak Kumar
Apache Spark 2.0 + Scala : DO Big Data Analytics & ML,3.6,Beginner,https://www.udemy.com/course/apache-spark-scala-do-big-data-analytics-ml/,"Project Based, Hands-on Practices, Spark Streaming, Scala Setup and building real world applications, Final project | By V2 Maestros, LLC"
Machine Learning With Python: Predicting Customer Churn,4.2,Intermediate,https://www.udemy.com/course/machine-learning-with-python-predicting-customer-churn/,Real world machine learning with Python | By Eduonix Learning Solutions
Crash course: Data analytics in Python using Pandas,4.9,Beginner,https://www.udemy.com/course/python-analytics/,Let's get to grips with the Python Pandas library for data analytics / analysis | By Kieran Keene
Practical Artificial Intelligence for A/B Testing,5.0,Intermediate,https://www.udemy.com/course/practical-artificial-intelligence-for-ab-testing/,Apply AI algorithms to leverage the power of A/B tests experiments | By Packt Publishing
Introduction to Machine Learning in R,3.9,All Levels,https://www.udemy.com/course/machine-learning-in-r/,"Machine learning, neural networks, regression, SVM, naive bayes classifier, bagging, boosting, random forest classifier | By Holczer Balazs"
Boosting Machine Learning Models in Python,2.5,Beginner,https://www.udemy.com/course/boosting-machine-learning-models-in-python/,Leverage ensemble techniques to maximize your machine learning models in Python | By Packt Publishing
Testing Statistical Hypotheses in Data science with Python 3,4.3,Intermediate,https://www.udemy.com/course/testing-statistical-hypotheses-in-data-science-with-python-3/,Parametric and nonparametric hypotheses testing using Python 3 advanced statistical libraries with real world data | By Luc Zio
Image Processing and Computer Vision with Python & OpenCV,3.9,Beginner,https://www.udemy.com/course/image-processing-and-computer-vision-with-python-opencv/,Learn Image Processing and Computer Vision from AI (ML & DL) professional | By Shiv Onkar Deepak Kumar
Object Recognition with Deep Learning using OpenCV and C#,4.1,All Levels,https://www.udemy.com/course/object-recognition-with-deep-learning-using-opencv-and-csharp/,"Building Object Detection and Classification Applications using Computer Vision, Deep Learning, OpenCV and C# | By F. Frank Ozz"
How to Become A Data Scientist Using Azure Machine Learning,4.3,Intermediate,https://www.udemy.com/course/azure-machine-learning-introduction/,A Practical Introduction To Microsoft's Azure Machine Learning Tools | By Mike West
Complete iOS Machine Learning Masterclass,3.6,Beginner,https://www.udemy.com/course/complete-ios-machine-learning-masterclass/,The most comprehensive course on Machine Learning for iOS development. Master building smart apps iOS Swift 4 | By Yohann Taieb
LaTeX for Data Scientists 2020 (and for non-Data Scientists),4.8,All Levels,https://www.udemy.com/course/latex-for-data-scientists-2020-and-for-non-data-scientists/,LaTeX for everyone! | By David Armendáriz
R Programming from Scratch for Data Science - Step by Step,4.5,All Levels,https://www.udemy.com/course/r-language-from-scratch-step-by-step-approach/,Learn R Language (Data Science) and become Data Scientist (Best Selling Course) | By Easy & Fast Learning
Machine Learning Guide: Learn Machine Learning Algorithms,4.4,Beginner,https://www.udemy.com/course/machine-learning-algorithms/,Machine Learning: A comprehensive guide to machine learning. Learn machine learning algorithms & machine learning tools | By Grid Wire
Data Science Interview Preparation - Career Guide,3.8,All Levels,https://www.udemy.com/course/data-science-interview/,Prepare for your Data Science Interview with this full guide on a career in Data Science including practice questions! | By Up Degree
SGLearn@From 0 to 1 : Spark for Data Science with Python,4.5,All Levels,https://www.udemy.com/course/sglearnfrom-0-to-1-spark-for-data-science-with-python/,This is an Adapted Course for Singaporeans picking up new skillsets and competencies under the CITREP+ Scheme. | By DioPACT SG
Advanced Forecasting Models with Excel,4.5,Expert,https://www.udemy.com/course/advanced-forecasting-models-with-excel/,Learn main advanced forecasting models concepts from proficient to expert level through a practical course with Excel. | By Diego Fernandez
Hands-on Introduction to Artificial Intelligence(AI),4.1,Beginner,https://www.udemy.com/course/hands-on-introduction-to-artificial-intelligenceai/,"Learn Basics of Machine learning, Supervised , Unsupervised, FFNN, CNN, NLP, RNN | By Junaid Ahmed"
Mobile Machine Learning for Android: TensorFlow & Python,4.4,Beginner,https://www.udemy.com/course/mobile-machine-learning-for-android-tensorflow-python/,"Use PyCharm, Java & Android Studio to make apps using artificial intelligence. Learn with hands-on projects & examples! | By Mammoth Interactive"
Deep Learning: Visual Exploration,3.7,Beginner,https://www.udemy.com/course/deep-learning-visual-exploration-for-deep-understanding/,Deep neural networks visually explained in plain english & without complex math | By Vladimir Grankin
Comprehensive Linear Modeling with R,4.1,All Levels,https://www.udemy.com/course/comprehensive-linear-modeling-with-r/,"Learn to model with R: ANOVA, regression, GLMs, survival analysis, GAMs, mixed-effects, split-plot and nested designs | By Geoffrey Hubona, Ph.D."
AI Machine Learning Complete Course: for PHP & Python Devs,3.8,All Levels,https://www.udemy.com/course/ai-machine-learning-complete-course/,Build real-world AI & machine learning apps using both PHP & Python. No prior ML knowledge required. Full Code Included. | By Amr Shawqy
SciKit-Learn in Python for Machine Learning Engineers,4.2,Beginner,https://www.udemy.com/course/scikit-learn-in-python-for-machine-learning-engineers/,The Fourth Course in a Series for Mastering Python for Machine Learning Engineers | By Mike West
Machine Learning with Earth Engine,3.8,All Levels,https://www.udemy.com/course/machine-learning-and-earth-observation-big-data/,Learn to apply machine learning and Earth observation big data on Google Earth Engine API cloud platform | By Spatial eLearning
The Comprehensive Statistics and Data Science with R Course,4.0,All Levels,https://www.udemy.com/course/comprcourse/,"Learn how to use R for data science tasks, all about R data structures, functions and visualizations, and statistics. | By Geoffrey Hubona, Ph.D."
Mastering Unsupervised Learning with Python,4.0,Expert,https://www.udemy.com/course/mastering-unsupervised-learning-with-python/,"Master advanced clustering, topic modeling, manifold learning, and autoencoders using Python | By Packt Publishing"
Introductory statistics Part1: Descriptive Statistics,4.3,Beginner,https://www.udemy.com/course/introductory-statistics-part1-descriptive-statistics/,"Learn the concepts, calculations and applications of statistics at your own pace and comfort. | By Luc Zio"
"Python Machine Learning: Projects, Tips and Troubleshooting",5.0,Beginner,https://www.udemy.com/course/python-machine-learning-projects-tips-and-troubleshooting/,"Practical solutions to Machine Learning problems, avoiding roadblocks while working with Python data science ecosystem. | By Packt Publishing"
Neural Network Trading Bot,3.1,All Levels,https://www.udemy.com/course/neural-network-trading-bot/,Build a Machine Learning Trading Bot from scratch | By Vinay Phadnis
Machine Learning with C++,3.1,Intermediate,https://www.udemy.com/course/machine-learning-with-c/,Up your algorithm building game by using C++ to predict and cluster data. | By Packt Publishing
Building Big Data Pipelines with PySpark + MongoDB + Bokeh,0.0,All Levels,https://www.udemy.com/course/building-big-data-pipelines-with-pyspark-mongodb-bokeh/,Build intelligent data pipelines with big data processing and machine learning technologies | By Edwin Bomela
Complete Prediction and Detection Model Building with Python,4.3,All Levels,https://www.udemy.com/course/complete-prediction-and-detection-model-building-with-python/,"Build data handling & manipulation projects with machine learning. Learn Java, Python & stock market prediction. & More! | By Mammoth Interactive"
Machine Learning with Python: The Complete Guide,3.9,All Levels,https://www.udemy.com/course/machine-learning-with-python-the-complete-guide/,"Learn machine learning concepts, modeling and solution implementation in one single course | By Eduonix Learning Solutions"
Predictive Analytics With R,3.9,Beginner,https://www.udemy.com/course/predictive-analytics-with-r/,Enhance you analytics by Predictive Analytcis with R. Become an Analyst with easy programming code of R. | By Easylearning guru
Advanced Forecasting Models with Python,2.9,Expert,https://www.udemy.com/course/advanced-forecasting-models-with-python/,Learn main advanced forecasting models concepts from proficient to expert level through a practical course with Python | By Diego Fernandez
Hands - On Reinforcement Learning with Python,3.4,Intermediate,https://www.udemy.com/course/hands-on-reinforcement-learning-with-python/,"A practical tour of prediction and control in Reinforcement Learning using OpenAI Gym, Python, and TensorFlow | By Packt Publishing"
Python for Data Science and Visualization -Beginners to Pro,3.9,Intermediate,https://www.udemy.com/course/python-for-data-analysis-and-visualization/,"Complete Python data science course - beginner to expert in data analysis and visualization - Pandas, Numpy & MatPlotLib | By Analytics Leap"
Building Recommendation Systems with Python,3.3,Intermediate,https://www.udemy.com/course/building-recommendation-systems-with-python/,"Build real-world recommendation systems using collaborative, content-based, and hybrid filtering techniques in Python | By Packt Publishing"
Complete Python Machine Learning & Data Science for Dummies,4.0,All Levels,https://www.udemy.com/course/machine-learning-with-python-for-dummies-the-complete-guide/,"Machine Learning and Data Science for programming beginners using python with scikit-learn, SciPy, Matplotlib & Pandas | By Abhilash Nelson"
Hands-on Reinforcement Learning with TensorFlow,4.1,Beginner,https://www.udemy.com/course/hands-on-reinforcement-learning-with-tensorflow/,"Train your agent using Reinforcement Learning with Tensorflow’s neural networks, OpenAI Gym & Python, to make it smarter | By Packt Publishing"
Data Mining,3.7,All Levels,https://www.udemy.com/course/data-mining/,"An introductory course about understanding patterns, process, tools of data mining. | By The Art Of Service"
Practical Data Science: Analyzing Stock Market Data with R,4.0,All Levels,https://www.udemy.com/course/practical-data-science-analyzing-stock-market-data-with-r/,"Learn basic financial technical analysis technics using R (quantmod, TTR) to better understand your favorites stocks. | By Manuel Amunategui"
Machine Learning Mastery (Integrated Theory+Practical HW),4.8,All Levels,https://www.udemy.com/course/data-science-machine-learning-mastery/,"Data Science,Machine Learning, Predictive Analytics, Python, Handson | By SaifAli Kheraj"
Practical Machine Learning with Python,4.7,All Levels,https://www.udemy.com/course/practical-machine-learning-with-python/,"Python, Numpy, Pandas, Matplotlib, Seaborn, Statistics And Machine Learning (both Supervised and Unsupervised Learning) | By Polani Damodar"
Game Devs Unleash Artificial Intelligence: Flocking Agents,4.4,Intermediate,https://www.udemy.com/course/helping-game-devs-unleash-artificial-intelligence-flocking/,Artificial Intelligence for Game Devs in Unity to understand & implement the beautiful bird's natural Flocking Behavior | By Razvan Pistolea
Deep Learning with Apache Spark Solutions,4.1,Beginner,https://www.udemy.com/course/learning-path-deep-learning-with-apache-spark-solutions/,Implement practical hands-on examples with over 55 recipes that streamline Deep Learning with Apache Spark | By Packt Publishing
Hands-On Neural Networks​: Build Machine Learning Models​,4.4,Beginner,https://www.udemy.com/course/hands-on-neural-networks-build-machine-learning-models/,Credit Fraud Detection & Stock Analysis​​ -- No Experience Required. Learn to Base Predictions With Python & Tensorflow | By Mammoth Interactive
Statistics Made Easy by Example for Analytics/ data science,3.7,All Levels,https://www.udemy.com/course/statistics-by-example/,Statistics Simplified - Statistics Made Easy by Excel Simulations. Master fundamentals of statistics & Probability. | By Gopal Prasad Malakar
Discrete Optimization Data Science Heuristic & Metaheuristic,3.8,Intermediate,https://www.udemy.com/course/discrete-optimization/,Discrete Optimization in Data Science: Heuristic and Metaheuristic Methods | By Up Degree
Complete Machine Learning Bootcamp,4.7,All Levels,https://www.udemy.com/course/complete-machine-learning-bootcamp/,Develop Cognitive Application on AWS and Microsoft AZURE | By Pranjal Srivastava
Machine Learning for Apps,4.5,7 total hours,https://www.udemy.com/course/machine-learning-for-apps/,Beginner
Support Vector Machines in Python - SVM in Python 2019,3.9,All Levels,https://www.udemy.com/course/machine-learning-adv-support-vector-machines-svm-python/,Learn Support Vector Machines in Python. Covers basic SVM models to Kernel-based advanced SVM models of Machine Learning | By Start-Tech Academy
Data Science: Machine Learning and Statistical Modeling in R,4.2,All Levels,https://www.udemy.com/course/ultimate-machine-learning-with-r/,Master machine learning techniques with R to solve Real-World problems and gain valuable insights from your data. | By Star Academy
Scraping and Data Mining for Beginners and Pros,3.1,Beginner,https://www.udemy.com/course/draft/196662/,"Data mining visually or programmatically, learn everything you need in a fast pace 30 minute course | By Ala Shiban"
Apache Spark with Scala By Example,3.7,All Levels,https://www.udemy.com/course/learning-spark/,"Advance your Spark skills and become more valuable, confident, and productive | By Todd McGrath"
The Complete Natural Language Processing (NLP) Course,3.6,All Levels,https://www.udemy.com/course/complete-nlp-course/,"A comprehensive course that will help you learn advanced NLP techniques to perform potentially useful tasks. | By MleTech Academy, LLC."
Neural Networks (ANN) in R studio using Keras & TensorFlow,3.9,All Levels,https://www.udemy.com/course/neural-network-understanding-and-building-an-ann-in-r/,Learn Artificial Neural Networks (ANN) in R. Build predictive deep learning models using Keras and Tensorflow| R Studio | By Start-Tech Academy
